FECHA,TMAX,TMIN,NOMBRE
01/05/20, 19.2,  7.1,DOLORES AERO
01/05/20, 12.6,  2.8,EL BOLSON AERO
01/05/20,  9.4,  0.0,EL CALAFATE AERO
01/05/20, 21.5,  8.4,EL PALOMAR AERO
01/05/20, 25.1,  9.0,EL TREBOL
01/05/20, 25.2,  8.6,ESCUELA DE AVIACION MILITAR AERO
01/05/20, 14.0,  0.5,ESQUEL AERO
01/05/20, 20.9,  8.7,EZEIZA AERO
01/05/20, 24.6, 15.2,FORMOSA AERO
01/05/20, 19.1,  7.4,GENERAL PICO AERO
01/05/20, 13.5,  3.0,GOBERNADOR GREGORES AERO
01/05/20, 24.2,  9.8,GUALEGUAYCHU AERO
01/05/20, 25.0, 18.1,IGUAZU AERO
01/05/20, 23.0, 15.7,ITUZAINGO
01/05/20, 22.0, 14.4,JACHAL
01/05/20, 23.6, 13.0,JUJUY AERO
01/05/20, 20.5, 11.5,JUJUY U N
01/05/20, 21.0,  9.3,JUNIN AERO
01/05/20, 20.1,  9.5,LA PLATA AERO
01/05/20, 20.5,  2.1,LA QUIACA OBSERVATORIO
01/05/20, 27.8, 12.2,LA RIOJA AERO
01/05/20, 20.7,  7.1,LABOULAYE AERO
01/05/20, 18.5, 11.0,LAS FLORES
01/05/20, 26.6, 20.8,LAS LOMITAS
01/05/20, 17.2,  0.5,MALARGUE AERO
01/05/20, 16.0, -5.7,MAQUINCHAO
01/05/20, 17.6,  6.8,MAR DEL PLATA AERO
01/05/20, 25.1,  9.3,MARCOS JUAREZ AERO
01/05/20, 21.5, 11.1,MENDOZA AERO
01/05/20,,  8.8,MENDOZA OBSERVATORIO
01/05/20, 26.0, 14.0,MERCEDES AERO (CTES)
01/05/20, 22.3,  9.0,MERLO AERO
01/05/20, 22.4, 11.6,METAN
01/05/20, 25.2, 14.0,MONTE CASEROS AERO
01/05/20, 21.0, 11.6,MORON AERO
01/05/20, 19.4,  2.8,NEUQUEN AERO
01/05/20, 19.9, 11.8,NUEVE DE JULIO
01/05/20, 24.0, 15.0,OBERA
01/05/20, 16.4, 10.0,OLAVARRIA AERO
01/05/20, 20.6, 18.0,ORAN AERO
01/05/20, 24.4, 13.5,PARANA AERO
01/05/20, 14.5,,PASO DE INDIOS
01/05/20, 25.6, 14.5,PASO DE LOS LIBRES AERO
01/05/20, 19.4,  9.5,PEHUAJO AERO
01/05/20, 13.3, -0.5,PERITO MORENO AERO
01/05/20, 15.0,  7.0,PIGUE AERO
01/05/20, 24.9,  9.5,PILAR OBSERVATORIO
01/05/20, 24.5, 17.1,POSADAS AERO
01/05/20, 22.6, 15.0,PRESIDENCIA ROQUE SAENZ PE�A AERO
01/05/20, 14.8,  3.4,PUERTO DESEADO AERO
01/05/20, 14.4,  5.2,PUERTO MADRYN AERO
01/05/20, 19.0, 11.5,PUNTA INDIO B.A.
01/05/20, 26.6, 10.5,RAFAELA AERO
01/05/20, 25.2, 14.4,RECONQUISTA AERO
01/05/20, 21.2, 14.0,RESISTENCIA AERO
01/05/20, 18.4,  7.0,RIO COLORADO
01/05/20, 21.5,  9.6,RIO CUARTO AERO
01/05/20, 12.8, -0.5,RIO GALLEGOS AERO
01/05/20,  9.0,  2.0,RIO GRANDE B.A.
01/05/20, 20.5, 16.0,RIVADAVIA
01/05/20, 25.0, 10.1,ROSARIO AERO
01/05/20, 22.4, 10.4,SALTA AERO
01/05/20, 15.3,  7.8,SAN ANTONIO OESTE AERO
01/05/20, 21.2,  9.5,SAN CARLOS (MZA)
01/05/20, 22.0, 10.4,SAN FERNANDO AERO
01/05/20, 24.5, 12.7,SAN JUAN AERO
01/05/20, 16.0,  4.8,SAN JULIAN AERO
01/05/20, 23.2,  8.8,SAN LUIS AERO
01/05/20, 22.3, 11.2,SAN MARTIN (MZA)
01/05/20, 19.5,  5.6,SAN RAFAEL AERO
01/05/20, 14.5,  1.9,SANTA CRUZ AERO
01/05/20, 17.8,  8.4,SANTA ROSA AERO
01/05/20, 25.8,  3.8,SANTA ROSA DE CONLARA AERO
01/05/20, 24.2, 17.0,SANTIAGO DEL ESTERO AERO
01/05/20, 25.2, 11.7,SAUCE VIEJO AERO
01/05/20, 26.5, 10.7,SUNCHALES AERO
01/05/20, 16.9,  6.0,TANDIL AERO
01/05/20, 19.7, 16.5,TARTAGAL AERO
01/05/20, 22.2, 11.0,TINOGASTA
01/05/20, 16.0,  2.9,TRELEW AERO
01/05/20, 19.0,  9.5,TRENQUE LAUQUEN
01/05/20, 17.4,  9.2,TRES ARROYOS
01/05/20, 25.2, 13.0,TUCUMAN AERO
01/05/20,  7.5,  3.5,USHUAIA AERO
01/05/20, 19.6,  0.8,USPALLATA
01/05/20, 22.0,  8.8,VENADO TUERTO AERO
01/05/20, 20.1,  7.0,VICTORICA
01/05/20, 18.0,  9.5,VIEDMA AERO
01/05/20, 25.1, 11.5,VILLA DE MARIA DEL RIO SECO
01/05/20, 25.4,  8.0,VILLA DOLORES AERO
01/05/20, 17.3,  5.2,VILLA GESELL AERO
01/05/20, 20.4,  6.3,VILLA REYNOLDS AERO
30/04/20, 20.7, 12.3,AEROPARQUE AERO
30/04/20, 20.4,  4.9,AZUL AERO
30/04/20, 21.1,  6.0,BAHIA BLANCA AERO
30/04/20, 16.7,  3.0,BARILOCHE AERO
30/04/20,,-17.5,BASE BELGRANO II
30/04/20,  4.3, -0.3,BASE CARLINI (EX JUBANY)
30/04/20,  2.8, -0.2,BASE ESPERANZA
30/04/20,  4.0, -1.4,BASE MARAMBIO
30/04/20,  1.0, -2.7,BASE ORCADAS
30/04/20,  4.4, -6.9,BASE SAN MARTIN
30/04/20, 19.2,  5.3,BENITO JUAREZ AERO
30/04/20, 27.6, 18.1,BERNARDO DE IRIGOYEN AERO
30/04/20, 22.0,  5.0,BOLIVAR AERO
30/04/20, 22.5, 11.4,BUENOS AIRES OBSERVATORIO
30/04/20, 20.6,  6.9,CAMPO DE MAYO AERO
30/04/20, 28.0, 13.8,CATAMARCA AERO
30/04/20, 23.5, 14.8,CERES AERO
30/04/20, 25.5, 11.7,CHAMICAL AERO
30/04/20, 18.5,  3.9,CHAPELCO AERO
30/04/20, 25.0, 12.5,CHEPES
30/04/20, 24.7,  7.2,CHILECITO AERO
30/04/20, 24.0,  4.7,CIPOLLETTI
30/04/20, 16.3,  8.8,COMODORO RIVADAVIA AERO
30/04/20, 22.0, 10.0,CONCORDIA AERO
30/04/20, 24.9, 12.7,CORDOBA AERO
30/04/20, 25.2, 15.2,CORDOBA OBSERVATORIO
30/04/20, 20.6,  4.3,CORONEL PRINGLES AERO
30/04/20, 20.1,  4.2,CORONEL SUAREZ AERO
30/04/20, 27.7, 15.0,CORRIENTES AERO
30/04/20, 19.7,  8.9,DOLORES AERO
30/04/20, 17.5,  4.0,EL BOLSON AERO
30/04/20, 13.4, -1.0,EL CALAFATE AERO
30/04/20, 21.4,  6.2,EL PALOMAR AERO
30/04/20, 24.5, 11.8,EL TREBOL
30/04/20, 24.2, 13.8,ESCUELA DE AVIACION MILITAR AERO
30/04/20, 14.4,  6.3,ESQUEL AERO
30/04/20, 20.8,  8.0,EZEIZA AERO
30/04/20, 32.3, 15.6,FORMOSA AERO
30/04/20, 25.2,  8.8,GENERAL PICO AERO
30/04/20, 13.4,  1.6,GOBERNADOR GREGORES AERO
30/04/20, 22.4,  7.8,GUALEGUAYCHU AERO
30/04/20, 31.8, 18.0,IGUAZU AERO
30/04/20, 29.0, 15.0,ITUZAINGO
30/04/20, 24.5,  5.4,JACHAL
30/04/20, 21.1, 14.8,JUJUY AERO
30/04/20, 17.9, 13.7,JUJUY U N
30/04/20, 23.5,  7.0,JUNIN AERO
30/04/20, 20.0,  9.2,LA PLATA AERO
30/04/20, 22.3,  7.2,LA QUIACA OBSERVATORIO
30/04/20, 26.5, 13.9,LA RIOJA AERO
30/04/20, 25.4,  7.4,LABOULAYE AERO
30/04/20, 19.5,  7.5,LAS FLORES
30/04/20, 31.5, 18.4,LAS LOMITAS
30/04/20, 20.6,  0.8,MALARGUE AERO
30/04/20, 15.0,  4.2,MAQUINCHAO
30/04/20, 17.8, 12.6,MAR DEL PLATA AERO
30/04/20, 24.6,  8.5,MARCOS JUAREZ AERO
30/04/20, 23.5,  9.2,MENDOZA AERO
30/04/20,,  9.5,MENDOZA OBSERVATORIO
30/04/20, 25.0, 11.0,MERCEDES AERO (CTES)
30/04/20, 21.0,  7.0,MERLO AERO
30/04/20, 21.0, 11.0,METAN
30/04/20, 23.6, 13.8,MONTE CASEROS AERO
30/04/20, 21.5,  8.9,MORON AERO
30/04/20, 22.6,  3.9,NEUQUEN AERO
30/04/20, 22.5,  6.8,NUEVE DE JULIO
30/04/20, 30.0, 18.0,OBERA
30/04/20, 20.5,  5.6,OLAVARRIA AERO
30/04/20, 20.6, 16.8,ORAN AERO
30/04/20, 23.2, 14.1,PARANA AERO
30/04/20, 14.9,,PASO DE INDIOS
30/04/20, 24.0, 12.7,PASO DE LOS LIBRES AERO
30/04/20, 22.6,  7.4,PEHUAJO AERO
30/04/20, 13.5,  4.8,PERITO MORENO AERO
30/04/20, 19.4,  5.7,PIGUE AERO
30/04/20, 24.0, 13.2,PILAR OBSERVATORIO
30/04/20, 30.1, 18.5,POSADAS AERO
30/04/20, 25.9, 14.5,PRESIDENCIA ROQUE SAENZ PE�A AERO
30/04/20, 14.6,  6.2,PUERTO DESEADO AERO
30/04/20, 15.6,  7.4,PUERTO MADRYN AERO
30/04/20, 19.5,  9.4,PUNTA INDIO B.A.
30/04/20, 25.1, 13.0,RAFAELA AERO
30/04/20, 25.9, 13.3,RECONQUISTA AERO
30/04/20, 28.7, 14.5,RESISTENCIA AERO
30/04/20, 22.4,  7.6,RIO COLORADO
30/04/20, 25.4, 10.5,RIO CUARTO AERO
30/04/20, 14.2,  2.3,RIO GALLEGOS AERO
30/04/20, 11.7,  1.3,RIO GRANDE B.A.
30/04/20, 24.5, 16.0,RIVADAVIA
30/04/20, 23.7,  7.9,ROSARIO AERO
30/04/20, 18.8, 13.9,SALTA AERO
30/04/20, 19.5,  7.5,SAN ANTONIO OESTE AERO
30/04/20, 26.0,  2.5,SAN CARLOS (MZA)
30/04/20, 21.7,  7.3,SAN FERNANDO AERO
30/04/20, 25.2,  8.0,SAN JUAN AERO
30/04/20, 15.5,  5.4,SAN JULIAN AERO
30/04/20, 24.4, 11.0,SAN LUIS AERO
30/04/20, 25.0,  8.0,SAN MARTIN (MZA)
30/04/20, 24.2,  6.8,SAN RAFAEL AERO
30/04/20,,  2.4,SANTA CRUZ AERO
30/04/20, 22.5,  7.0,SANTA ROSA AERO
30/04/20, 25.0,  3.4,SANTA ROSA DE CONLARA AERO
30/04/20, 22.5, 17.0,SANTIAGO DEL ESTERO AERO
30/04/20, 25.2, 10.3,SAUCE VIEJO AERO
30/04/20, 25.0, 13.1,SUNCHALES AERO
30/04/20, 19.2,  6.6,TANDIL AERO
30/04/20, 19.5, 16.0,TARTAGAL AERO
30/04/20, 25.4,  9.5,TINOGASTA
30/04/20, 17.0,  7.9,TRELEW AERO
30/04/20, 24.4,  7.6,TRENQUE LAUQUEN
30/04/20, 21.3,  7.7,TRES ARROYOS
30/04/20, 22.0, 15.0,TUCUMAN AERO
30/04/20,  9.6,  4.3,USHUAIA AERO
30/04/20, 25.0, -3.1,USPALLATA
30/04/20, 24.5,  8.8,VENADO TUERTO AERO
30/04/20, 24.6,  6.5,VICTORICA
30/04/20, 20.0,  6.5,VIEDMA AERO
30/04/20, 22.8, 12.1,VILLA DE MARIA DEL RIO SECO
30/04/20, 24.4,  9.3,VILLA DOLORES AERO
30/04/20, 17.4, 10.0,VILLA GESELL AERO
30/04/20, 25.6,  6.8,VILLA REYNOLDS AERO
29/04/20, 22.4, 12.8,AEROPARQUE AERO
29/04/20, 19.0, 10.5,AZUL AERO
29/04/20, 19.4, 10.2,BAHIA BLANCA AERO
29/04/20, 14.2,  0.1,BARILOCHE AERO
29/04/20,,-12.5,BASE BELGRANO II
29/04/20,  2.3, -1.8,BASE CARLINI (EX JUBANY)
29/04/20,  0.8, -8.1,BASE ESPERANZA
29/04/20,  2.0,-10.9,BASE MARAMBIO
29/04/20, -1.5,-12.1,BASE ORCADAS
29/04/20,  4.0, -5.4,BASE SAN MARTIN
29/04/20, 17.1, 10.2,BENITO JUAREZ AERO
29/04/20, 26.5, 18.1,BERNARDO DE IRIGOYEN AERO
29/04/20, 21.0,  7.5,BOLIVAR AERO
29/04/20, 23.0, 11.4,BUENOS AIRES OBSERVATORIO
29/04/20, 21.2, 10.9,CAMPO DE MAYO AERO
29/04/20, 26.2, 18.3,CATAMARCA AERO
29/04/20, 25.0, 12.0,CERES AERO
29/04/20, 25.6, 15.9,CHAMICAL AERO
29/04/20, 16.6,  1.6,CHAPELCO AERO
29/04/20, 25.0, 12.0,CHEPES
29/04/20, 24.1, 15.5,CHILECITO AERO
29/04/20, 21.0,  7.1,CIPOLLETTI
29/04/20, 16.0,  8.1,COMODORO RIVADAVIA AERO
29/04/20, 22.9, 12.1,CONCORDIA AERO
29/04/20, 23.6,  6.5,CORDOBA AERO
29/04/20, 24.8,  8.0,CORDOBA OBSERVATORIO
29/04/20, 18.0,  9.8,CORONEL PRINGLES AERO
29/04/20, 18.7,  7.8,CORONEL SUAREZ AERO
29/04/20, 25.6, 19.0,CORRIENTES AERO
29/04/20, 20.4, 12.6,DOLORES AERO
29/04/20, 16.7,  2.8,EL BOLSON AERO
29/04/20,  6.4, -3.2,EL CALAFATE AERO
29/04/20, 21.8, 11.0,EL PALOMAR AERO
29/04/20, 23.8,  7.0,EL TREBOL
29/04/20, 23.0,  6.5,ESCUELA DE AVIACION MILITAR AERO
29/04/20, 13.8,  0.8,ESQUEL AERO
29/04/20, 21.5, 10.5,EZEIZA AERO
29/04/20, 26.3, 20.1,FORMOSA AERO
29/04/20, 24.1,  7.0,GENERAL PICO AERO
29/04/20, 13.5,  2.0,GOBERNADOR GREGORES AERO
29/04/20, 22.0,  9.5,GUALEGUAYCHU AERO
29/04/20, 29.0, 17.5,IGUAZU AERO
29/04/20, 26.0, 19.5,ITUZAINGO
29/04/20, 23.0, 12.4,JACHAL
29/04/20, 22.0, 13.6,JUJUY AERO
29/04/20, 20.3, 14.3,JUJUY U N
29/04/20, 21.5,  9.0,JUNIN AERO
29/04/20, 21.0, 11.5,LA PLATA AERO
29/04/20, 20.4,  5.0,LA QUIACA OBSERVATORIO
29/04/20, 26.6, 18.4,LA RIOJA AERO
29/04/20, 24.5,  9.0,LABOULAYE AERO
29/04/20, 19.5,  9.7,LAS FLORES
29/04/20, 29.0, 23.2,LAS LOMITAS
29/04/20, 17.7,  1.4,MALARGUE AERO
29/04/20, 16.0,  0.5,MAQUINCHAO
29/04/20, 18.6, 12.7,MAR DEL PLATA AERO
29/04/20, 25.1,  6.4,MARCOS JUAREZ AERO
29/04/20, 22.5,  8.0,MENDOZA AERO
29/04/20,,  7.2,MENDOZA OBSERVATORIO
29/04/20, 25.0, 12.0,MERCEDES AERO (CTES)
29/04/20, 21.3, 11.3,MERLO AERO
29/04/20, 22.0, 14.0,METAN
29/04/20, 23.6, 14.0,MONTE CASEROS AERO
29/04/20, 22.1, 11.9,MORON AERO
29/04/20, 20.7,  6.0,NEUQUEN AERO
29/04/20, 22.2,  8.8,NUEVE DE JULIO
29/04/20, 29.5, 20.0,OBERA
29/04/20, 19.1, 10.2,OLAVARRIA AERO
29/04/20, 26.9, 17.2,ORAN AERO
29/04/20, 22.8, 11.1,PARANA AERO
29/04/20, 16.0,,PASO DE INDIOS
29/04/20, 24.7, 15.2,PASO DE LOS LIBRES AERO
29/04/20, 22.0,  8.9,PEHUAJO AERO
29/04/20, 12.0,  0.5,PERITO MORENO AERO
29/04/20, 18.0,  7.8,PIGUE AERO
29/04/20, 24.2,  6.4,PILAR OBSERVATORIO
29/04/20, 28.0, 21.9,POSADAS AERO
29/04/20, 26.1, 18.4,PRESIDENCIA ROQUE SAENZ PE�A AERO
29/04/20, 13.6,  7.8,PUERTO DESEADO AERO
29/04/20, 17.4,  6.0,PUERTO MADRYN AERO
29/04/20, 20.5, 12.0,PUNTA INDIO B.A.
29/04/20, 24.1,  8.5,RAFAELA AERO
29/04/20, 24.1, 13.5,RECONQUISTA AERO
29/04/20, 25.2, 18.6,RESISTENCIA AERO
29/04/20, 21.6,  7.0,RIO COLORADO
29/04/20, 24.0,  6.6,RIO CUARTO AERO
29/04/20, 13.5, -4.8,RIO GALLEGOS AERO
29/04/20,  8.7,  3.5,RIO GRANDE B.A.
29/04/20, 31.8, 16.0,RIVADAVIA
29/04/20, 23.4,  9.8,ROSARIO AERO
29/04/20, 21.0, 15.0,SALTA AERO
29/04/20, 18.5,  7.5,SAN ANTONIO OESTE AERO
29/04/20, 21.5,  2.0,SAN CARLOS (MZA)
29/04/20, 22.2, 10.2,SAN FERNANDO AERO
29/04/20, 25.4, 10.5,SAN JUAN AERO
29/04/20, 16.4,  4.7,SAN JULIAN AERO
29/04/20, 23.5,  9.0,SAN LUIS AERO
29/04/20, 23.3,  7.9,SAN MARTIN (MZA)
29/04/20, 23.5,  5.6,SAN RAFAEL AERO
29/04/20, 16.4,  0.8,SANTA CRUZ AERO
29/04/20, 21.9,  6.7,SANTA ROSA AERO
29/04/20, 23.4,  1.4,SANTA ROSA DE CONLARA AERO
29/04/20, 23.0, 17.3,SANTIAGO DEL ESTERO AERO
29/04/20, 23.9,  8.8,SAUCE VIEJO AERO
29/04/20, 24.3,  8.5,SUNCHALES AERO
29/04/20, 18.0, 11.7,TANDIL AERO
29/04/20, 26.5, 16.0,TARTAGAL AERO
29/04/20, 23.8, 15.6,TINOGASTA
29/04/20, 17.4,  7.3,TRELEW AERO
29/04/20,,,TRENQUE LAUQUEN
29/04/20, 18.4, 11.3,TRES ARROYOS
29/04/20, 23.0, 15.8,TUCUMAN AERO
29/04/20, 12.0,  3.8,USHUAIA AERO
29/04/20, 20.0, -2.5,USPALLATA
29/04/20, 24.5,  7.7,VENADO TUERTO AERO
29/04/20, 22.1,  6.0,VICTORICA
29/04/20, 17.2, 10.2,VIEDMA AERO
29/04/20, 22.5,  8.2,VILLA DE MARIA DEL RIO SECO
29/04/20, 24.0,  2.6,VILLA DOLORES AERO
29/04/20, 19.0, 12.0,VILLA GESELL AERO
29/04/20, 25.2,  2.1,VILLA REYNOLDS AERO
28/04/20, 21.0, 16.8,AEROPARQUE AERO
28/04/20, 19.6, 13.1,AZUL AERO
28/04/20, 15.3, 13.4,BAHIA BLANCA AERO
28/04/20, 13.5,  4.9,BARILOCHE AERO
28/04/20,,-10.5,BASE BELGRANO II
28/04/20,  0.5, -1.8,BASE CARLINI (EX JUBANY)
28/04/20, -0.2, -6.3,BASE ESPERANZA
28/04/20, -5.0,-11.9,BASE MARAMBIO
28/04/20, -0.3, -8.1,BASE ORCADAS
28/04/20, -4.4, -6.5,BASE SAN MARTIN
28/04/20, 17.5, 11.5,BENITO JUAREZ AERO
28/04/20, 26.6, 16.1,BERNARDO DE IRIGOYEN AERO
28/04/20, 21.0, 15.2,BOLIVAR AERO
28/04/20, 20.5, 16.0,BUENOS AIRES OBSERVATORIO
28/04/20, 19.9, 15.7,CAMPO DE MAYO AERO
28/04/20, 23.6, 17.0,CATAMARCA AERO
28/04/20, 27.4, 19.2,CERES AERO
28/04/20, 24.4, 16.0,CHAMICAL AERO
28/04/20, 13.2,  4.8,CHAPELCO AERO
28/04/20, 24.0, 15.0,CHEPES
28/04/20, 21.7, 17.0,CHILECITO AERO
28/04/20, 20.6, 10.7,CIPOLLETTI
28/04/20, 15.0, 11.2,COMODORO RIVADAVIA AERO
28/04/20, 27.9, 19.5,CONCORDIA AERO
28/04/20, 22.2, 11.3,CORDOBA AERO
28/04/20, 23.8, 15.6,CORDOBA OBSERVATORIO
28/04/20, 18.9, 12.9,CORONEL PRINGLES AERO
28/04/20, 19.0, 13.2,CORONEL SUAREZ AERO
28/04/20, 33.5, 17.3,CORRIENTES AERO
28/04/20, 20.2, 15.0,DOLORES AERO
28/04/20, 17.9,  7.0,EL BOLSON AERO
28/04/20,  9.6, -5.2,EL CALAFATE AERO
28/04/20, 20.5, 15.2,EL PALOMAR AERO
28/04/20, 21.7, 13.6,EL TREBOL
28/04/20, 22.0, 12.9,ESCUELA DE AVIACION MILITAR AERO
28/04/20, 13.9,  4.2,ESQUEL AERO
28/04/20, 21.6, 14.0,EZEIZA AERO
28/04/20, 34.8, 21.5,FORMOSA AERO
28/04/20, 21.7, 13.2,GENERAL PICO AERO
28/04/20, 14.5,  0.0,GOBERNADOR GREGORES AERO
28/04/20, 20.3, 16.2,GUALEGUAYCHU AERO
28/04/20, 30.7, 18.0,IGUAZU AERO
28/04/20, 31.8, 21.0,ITUZAINGO
28/04/20, 20.0, 13.4,JACHAL
28/04/20, 29.5, 15.8,JUJUY AERO
28/04/20, 27.6, 14.9,JUJUY U N
28/04/20, 22.2, 16.3,JUNIN AERO
28/04/20, 21.0, 14.9,LA PLATA AERO
28/04/20, 21.5,  3.8,LA QUIACA OBSERVATORIO
28/04/20, 23.5, 18.4,LA RIOJA AERO
28/04/20, 21.7, 14.9,LABOULAYE AERO
28/04/20, 18.5, 15.3,LAS FLORES
28/04/20, 35.9, 22.5,LAS LOMITAS
28/04/20, 19.7,  5.7,MALARGUE AERO
28/04/20, 15.0,  0.8,MAQUINCHAO
28/04/20, 19.1, 15.1,MAR DEL PLATA AERO
28/04/20, 23.0, 14.0,MARCOS JUAREZ AERO
28/04/20, 20.8, 13.5,MENDOZA AERO
28/04/20,, 10.1,MENDOZA OBSERVATORIO
28/04/20, 32.0, 16.0,MERCEDES AERO (CTES)
28/04/20, 20.1, 14.5,MERLO AERO
28/04/20, 25.6, 17.0,METAN
28/04/20, 30.4, 20.3,MONTE CASEROS AERO
28/04/20, 20.2, 15.5,MORON AERO
28/04/20, 20.5,  8.2,NEUQUEN AERO
28/04/20, 23.0, 15.6,NUEVE DE JULIO
28/04/20, 30.0, 20.0,OBERA
28/04/20, 18.9, 13.2,OLAVARRIA AERO
28/04/20, 31.8, 20.2,ORAN AERO
28/04/20, 21.6, 16.0,PARANA AERO
28/04/20, 15.4,,PASO DE INDIOS
28/04/20, 31.5, 21.0,PASO DE LOS LIBRES AERO
28/04/20, 21.3, 14.8,PEHUAJO AERO
28/04/20, 12.2,  7.4,PERITO MORENO AERO
28/04/20, 17.5, 12.5,PIGUE AERO
28/04/20, 22.5, 16.2,PILAR OBSERVATORIO
28/04/20, 32.0, 21.2,POSADAS AERO
28/04/20, 34.6, 21.5,PRESIDENCIA ROQUE SAENZ PE�A AERO
28/04/20, 11.8,  6.2,PUERTO DESEADO AERO
28/04/20, 19.6,  9.8,PUERTO MADRYN AERO
28/04/20, 20.1, 16.0,PUNTA INDIO B.A.
28/04/20, 22.4, 15.9,RAFAELA AERO
28/04/20, 33.5, 20.4,RECONQUISTA AERO
28/04/20, 34.4, 21.4,RESISTENCIA AERO
28/04/20, 18.0, 14.0,RIO COLORADO
28/04/20, 21.6, 14.5,RIO CUARTO AERO
28/04/20, 10.5, -3.8,RIO GALLEGOS AERO
28/04/20,  9.2, -2.0,RIO GRANDE B.A.
28/04/20, 40.2, 23.0,RIVADAVIA
28/04/20, 21.6, 16.0,ROSARIO AERO
28/04/20, 28.3, 13.0,SALTA AERO
28/04/20, 19.7, 11.8,SAN ANTONIO OESTE AERO
28/04/20, 20.5,  8.5,SAN CARLOS (MZA)
28/04/20, 20.8, 15.7,SAN FERNANDO AERO
28/04/20, 21.5, 16.0,SAN JUAN AERO
28/04/20, 10.6,  7.7,SAN JULIAN AERO
28/04/20, 20.2, 12.7,SAN LUIS AERO
28/04/20, 21.6, 12.8,SAN MARTIN (MZA)
28/04/20, 20.5,  7.1,SAN RAFAEL AERO
28/04/20, 10.8,  4.2,SANTA CRUZ AERO
28/04/20, 19.8, 12.9,SANTA ROSA AERO
28/04/20, 21.0, 12.2,SANTA ROSA DE CONLARA AERO
28/04/20, 26.6, 18.5,SANTIAGO DEL ESTERO AERO
28/04/20, 21.4, 14.6,SAUCE VIEJO AERO
28/04/20, 23.5, 15.0,SUNCHALES AERO
28/04/20, 18.1, 12.3,TANDIL AERO
28/04/20, 33.5, 18.2,TARTAGAL AERO
28/04/20, 22.2, 13.0,TINOGASTA
28/04/20, 19.5, 10.9,TRELEW AERO
28/04/20, 22.3, 14.5,TRENQUE LAUQUEN
28/04/20, 17.0, 13.0,TRES ARROYOS
28/04/20, 23.7, 16.4,TUCUMAN AERO
28/04/20,  7.1,  3.9,USHUAIA AERO
28/04/20, 20.5, -1.2,USPALLATA
28/04/20, 22.1, 15.4,VENADO TUERTO AERO
28/04/20, 20.0, 12.4,VICTORICA
28/04/20, 16.4, 13.5,VIEDMA AERO
28/04/20, 21.6, 15.8,VILLA DE MARIA DEL RIO SECO
28/04/20, 24.3, 14.7,VILLA DOLORES AERO
28/04/20, 18.6, 16.2,VILLA GESELL AERO
28/04/20, 20.6, 11.0,VILLA REYNOLDS AERO
27/04/20, 20.5, 16.3,AEROPARQUE AERO
27/04/20, 16.1, 12.6,AZUL AERO
27/04/20, 16.2, 13.6,BAHIA BLANCA AERO
27/04/20, 14.4,  6.4,BARILOCHE AERO
27/04/20,,-11.2,BASE BELGRANO II
27/04/20,  1.3, -1.4,BASE CARLINI (EX JUBANY)
27/04/20, -0.3, -6.7,BASE ESPERANZA
27/04/20, -6.1,-15.8,BASE MARAMBIO
27/04/20, -1.0, -6.7,BASE ORCADAS
27/04/20, -1.4, -6.4,BASE SAN MARTIN
27/04/20, 14.8, 11.8,BENITO JUAREZ AERO
27/04/20, 27.7, 19.5,BERNARDO DE IRIGOYEN AERO
27/04/20, 16.2, 14.0,BOLIVAR AERO
27/04/20, 21.3, 16.5,BUENOS AIRES OBSERVATORIO
27/04/20, 21.3, 16.2,CAMPO DE MAYO AERO
27/04/20, 26.3, 17.3,CATAMARCA AERO
27/04/20, 26.0, 18.5,CERES AERO
27/04/20, 20.5, 16.9,CHAMICAL AERO
27/04/20, 15.4,  1.8,CHAPELCO AERO
27/04/20, 25.0, 17.5,CHEPES
27/04/20, 27.7, 15.0,CHILECITO AERO
27/04/20, 21.0, 13.6,CIPOLLETTI
27/04/20, 21.0, 13.7,COMODORO RIVADAVIA AERO
27/04/20, 21.6, 19.0,CONCORDIA AERO
27/04/20, 20.8, 15.7,CORDOBA AERO
27/04/20, 20.2, 16.4,CORDOBA OBSERVATORIO
27/04/20, 15.0, 11.5,CORONEL PRINGLES AERO
27/04/20, 15.4, 12.2,CORONEL SUAREZ AERO
27/04/20, 33.6, 20.9,CORRIENTES AERO
27/04/20, 19.4, 12.6,DOLORES AERO
27/04/20, 14.8,  6.5,EL BOLSON AERO
27/04/20, 10.5, -3.8,EL CALAFATE AERO
27/04/20, 21.2, 16.9,EL PALOMAR AERO
27/04/20, 20.0, 18.0,EL TREBOL
27/04/20, 19.5, 15.1,ESCUELA DE AVIACION MILITAR AERO
27/04/20, 14.8,  4.2,ESQUEL AERO
27/04/20, 21.3, 16.4,EZEIZA AERO
27/04/20, 36.5, 21.7,FORMOSA AERO
27/04/20, 18.5, 15.0,GENERAL PICO AERO
27/04/20, 10.0,  5.0,GOBERNADOR GREGORES AERO
27/04/20, 22.7, 17.7,GUALEGUAYCHU AERO
27/04/20, 32.5, 20.0,IGUAZU AERO
27/04/20, 33.6, 19.5,ITUZAINGO
27/04/20, 27.0,  7.9,JACHAL
27/04/20, 24.1, 18.6,JUJUY AERO
27/04/20, 24.1, 18.7,JUJUY U N
27/04/20, 19.7, 15.7,JUNIN AERO
27/04/20, 20.8, 15.6,LA PLATA AERO
27/04/20, 22.0,  9.0,LA QUIACA OBSERVATORIO
